user_id,user_age,user_income,user_membership,rating
229,66,111795.89,Silver,2.5
231,38,143046.47,Free,2.0
232,46,110762.63,Free,4.0
233,62,132352.49,Silver,1.0
237,56,75289.5,Free,3.0
240,42,38143.89,Silver,5.0
242,20,116049.39,Platinum,1.0
243,53,102574.86,Free,4.0
246,66,184110.61,Gold,4.0
249,61,90513.67,Gold,2.3333333333333335
251,45,94154.56,Gold,5.0
253,25,130044.86,Gold,2.0
255,40,68842.69,Platinum,3.0
256,40,155803.43,Silver,4.0
257,19,105077.57,Free,2.0
258,25,42736.51,Gold,4.5
259,67,72912.46,Gold,3.0
260,27,115315.93,Silver,3.0
261,59,151040.89,Silver,2.0
262,63,189701.89,Silver,4.0
263,61,53253.16,Gold,3.0
265,58,40079.92,Gold,5.0
266,55,133493.2,Free,3.0
268,52,131119.74,Free,1.0
272,40,110183.57,Gold,3.0
280,29,64261.55,Gold,5.0
281,38,29427.85,Platinum,3.0
282,55,158284.0,Free,4.0
286,35,123276.72,Free,5.0
292,56,192811.55,Silver,5.0
296,52,104471.9,Free,2.0
298,45,21826.84,Platinum,1.0
300,52,145959.52,Platinum,3.0
304,61,139565.77,Silver,2.0
305,57,153589.31,Free,4.0
306,69,148970.56,Gold,3.5
307,57,178526.74,Platinum,1.0
308,46,162845.07,Free,2.0
311,22,111894.7,Platinum,4.0
315,48,53034.82,Gold,2.0
317,67,150367.5,Silver,5.0
318,61,141683.81,Silver,3.0
319,30,172317.97,Platinum,3.0
320,25,165120.59,Gold,1.0
322,54,112516.14,Platinum,2.0
323,27,81391.68,Gold,1.0
324,60,130489.66,Silver,1.0
327,48,179842.91,Free,2.0
329,19,107100.64,Silver,4.0
330,50,136628.17,Free,3.0
332,43,183358.28,Gold,1.5
335,48,52507.03,Free,5.0
338,54,74716.01,Gold,3.0
343,58,197767.4,Silver,5.0
344,32,134743.1,Silver,2.0
345,33,92562.98,Platinum,4.5
347,62,111826.78,Free,3.5
350,34,74464.23,Silver,1.0
351,54,187068.48,Silver,5.0
352,19,23275.27,Platinum,4.0
354,30,24081.73,Gold,3.0
357,69,189249.11,Silver,5.0
362,60,125113.92,Free,4.0
364,32,158965.05,Free,1.0
365,54,71136.51,Silver,1.0
366,18,101794.18,Silver,3.0
367,30,183015.14,Free,4.0
368,33,178494.54,Gold,2.0
373,66,83197.01,Free,2.0
376,45,53447.18,Silver,3.0
380,56,66586.18,Silver,5.0
381,49,33136.58,Gold,5.0
389,63,36685.41,Silver,2.0
393,31,87768.81,Platinum,3.0
396,31,174399.74,Silver,1.0
399,39,72653.2,Gold,4.0
404,32,52607.53,Silver,3.0
406,54,62638.2,Platinum,3.0
408,38,107581.3,Gold,1.0
410,21,187624.96,Free,3.0
411,24,149127.06,Silver,4.0
412,61,65529.42,Free,1.0
413,69,55630.52,Free,1.0
415,24,52151.54,Gold,2.5
416,44,47544.42,Silver,2.6666666666666665
418,57,27869.06,Free,4.0
419,44,183525.36,Free,3.0
422,23,65124.36,Free,5.0
423,41,194775.21,Free,4.0
424,43,93978.3,Free,2.0
425,26,113183.91,Silver,1.0
429,60,190597.4,Gold,3.0
430,51,198946.44,Free,2.0
431,45,62490.38,Gold,2.0
432,58,37467.62,Silver,3.0
433,37,192542.99,Silver,1.0
435,50,199563.14,Gold,3.0
436,44,49158.22,Platinum,1.0
438,24,103764.68,Free,5.0
440,43,166059.11,Gold,2.0
443,67,67971.64,Platinum,4.0
444,61,185993.58,Gold,3.5
447,18,178845.89,Silver,1.0
448,39,196289.49,Platinum,1.0
450,28,106683.39,Gold,1.0
451,18,143747.85,Platinum,1.0
453,37,145239.19,Platinum,3.0
454,65,58769.33,Gold,1.0
455,43,22377.71,Silver,3.0
456,40,84327.65,Platinum,4.0
459,32,154899.34,Silver,2.0
464,26,196120.16,Silver,5.0
467,32,66143.29,Silver,3.0
468,34,196437.56,Gold,3.0
469,47,150877.84,Silver,3.0
470,40,35229.69,Gold,3.0
472,65,32504.75,Silver,2.0
476,31,139038.74,Free,2.0
477,41,156944.27,Free,5.0
479,53,139862.98,Silver,1.0
480,30,180746.38,Platinum,2.6666666666666665
481,42,81510.21,Gold,5.0
488,62,114234.68,Silver,2.6666666666666665
489,40,151138.75,Free,3.0
490,39,154052.58,Free,4.0
492,18,107887.45,Silver,2.6666666666666665
493,33,58383.37,Silver,4.0
495,55,39342.64,Silver,2.0
496,64,86070.63,Platinum,3.0
503,32,190563.08,Platinum,4.0
505,38,35561.81,Gold,3.0
507,58,39938.43,Gold,3.0
508,30,104430.58,Gold,3.0
509,51,69942.7,Silver,3.0
512,18,49924.85,Platinum,4.5
513,59,164214.86,Platinum,1.0
515,22,72583.66,Platinum,3.0
519,27,120123.45,Platinum,4.0
521,31,26137.21,Free,5.0
523,69,150574.4,Silver,5.0
524,28,64903.49,Platinum,3.0
525,34,117083.61,Gold,3.0
526,49,163175.76,Gold,4.0
527,25,185790.14,Platinum,2.0
528,53,165526.21,Free,4.0
529,34,31631.97,Gold,1.5
530,47,164113.45,Gold,4.0
531,39,141737.54,Free,4.0
532,55,29326.01,Free,2.0
533,65,101886.52,Platinum,2.0
534,51,175156.56,Free,5.0
535,18,55173.78,Gold,4.0
536,20,65241.61,Free,1.0
539,53,115572.43,Free,2.0
541,66,44539.86,Silver,5.0
544,69,171626.97,Free,4.0
545,25,81525.13,Platinum,4.0
547,28,38566.62,Gold,4.0
548,58,130662.07,Platinum,2.0
549,67,44805.47,Silver,2.0
551,21,198232.91,Free,3.0
555,18,150284.42,Platinum,1.0
556,43,133445.51,Gold,5.0
557,26,185351.49,Gold,5.0
558,23,132531.37,Silver,1.0
559,61,192414.47,Gold,2.0
560,49,70072.34,Platinum,5.0
565,66,51939.8,Free,1.0
567,21,81445.03,Free,3.0
569,42,115791.26,Free,3.0
570,67,78850.6,Platinum,2.0
576,47,32999.87,Gold,1.0
578,58,96024.27,Gold,2.0
579,62,124575.33,Gold,4.0
581,32,136263.14,Gold,3.0
584,45,87835.58,Platinum,1.0
589,24,180555.58,Gold,5.0
590,66,83484.64,Gold,5.0
592,38,127155.64,Gold,4.5
601,22,139711.6,Platinum,3.5
602,39,133099.14,Free,2.0
608,34,92495.98,Gold,4.0
611,29,30527.88,Free,4.0
612,23,76560.72,Silver,4.0
618,64,81699.67,Gold,5.0
619,27,106944.7,Gold,5.0
620,38,101964.11,Silver,2.0
622,26,111574.69,Gold,4.0
626,67,182566.89,Free,4.0
627,54,95986.6,Silver,2.0
631,59,153938.86,Platinum,2.0
633,63,175437.31,Silver,4.0
634,64,174467.61,Free,2.5
635,64,167032.12,Platinum,4.0
636,52,76131.61,Free,2.0
641,32,20163.74,Platinum,2.0
642,31,68038.02,Silver,3.0
643,62,166366.29,Gold,3.0
645,49,25247.27,Platinum,3.0
648,58,36013.88,Free,5.0
651,56,38864.69,Platinum,3.0
653,56,69946.16,Silver,3.0
655,23,86669.26,Gold,1.0
659,21,134888.23,Gold,2.0
660,26,145784.24,Silver,4.0
663,52,67583.81,Free,1.0
665,68,41337.05,Platinum,2.75
667,27,91535.06,Platinum,2.0
672,40,162234.25,Free,3.0
673,54,75784.01,Silver,4.0
675,67,43223.23,Platinum,5.0
676,45,62905.88,Gold,1.0
677,38,26650.72,Gold,1.0
678,65,175860.43,Platinum,3.0
679,34,115559.45,Free,3.0
682,64,82852.91,Silver,1.0
684,55,46480.79,Gold,2.0
689,45,127900.3,Platinum,1.0
691,31,67149.3,Gold,3.0
696,34,136819.27,Silver,2.5
699,18,144910.99,Gold,5.0
701,30,195812.29,Platinum,4.0
708,21,29980.15,Silver,1.0
713,43,100237.22,Gold,4.0
717,28,95636.87,Platinum,3.5
718,45,23295.73,Platinum,3.0
719,29,97658.4,Gold,1.0
721,40,112488.38,Silver,4.0
722,39,137195.7,Platinum,4.0
725,34,22870.94,Free,2.6666666666666665
726,28,177162.43,Gold,3.0
728,60,73592.61,Gold,3.0
729,25,122973.65,Silver,5.0
735,37,183010.68,Gold,5.0
738,30,37394.53,Platinum,3.0
741,51,177684.16,Gold,3.0
742,31,80726.45,Platinum,2.0
743,59,171306.07,Free,2.0
746,44,144520.65,Free,5.0
749,29,150779.27,Free,2.0
750,41,40510.65,Free,2.0
751,55,118453.71,Silver,1.0
752,38,52608.7,Silver,2.0
753,34,149721.92,Gold,4.0
754,46,90378.17,Silver,3.0
757,40,174437.61,Platinum,3.0
759,40,67317.08,Silver,4.0
761,37,91988.94,Platinum,3.0
763,66,95910.57,Silver,4.0
766,41,25661.12,Silver,5.0
768,19,71033.69,Gold,2.0
769,57,59858.69,Silver,5.0
772,26,113434.72,Free,1.0
775,52,162103.29,Platinum,3.0
776,39,161219.49,Platinum,2.0
780,58,128503.51,Platinum,2.0
781,24,48545.41,Silver,3.0
784,25,120688.03,Silver,5.0
786,41,45240.86,Silver,4.0
787,63,83724.11,Free,1.0
789,19,170063.31,Free,3.3333333333333335
791,39,33826.94,Gold,5.0
792,56,186115.1,Gold,2.5
795,39,38701.64,Free,2.0
796,57,87773.55,Platinum,5.0
797,28,97268.61,Silver,2.0
799,41,158611.58,Free,2.0
809,32,67100.52,Free,3.0
811,49,82635.22,Gold,4.0
815,52,60430.04,Silver,4.0
817,67,116547.7,Silver,2.0
818,18,52312.83,Free,1.0
824,25,70572.28,Platinum,1.6666666666666667
828,46,99847.84,Free,1.0
830,55,184051.95,Silver,1.5
834,32,106198.61,Free,1.0
835,25,164437.23,Gold,2.0
837,67,111131.19,Platinum,2.0
838,35,121964.16,Platinum,4.0
839,47,26646.48,Gold,1.0
843,22,86351.98,Gold,3.0
844,27,186722.8,Gold,2.0
845,44,141244.93,Platinum,4.0
846,43,68828.95,Free,1.0
847,49,86659.08,Platinum,4.0
848,18,83515.72,Silver,4.0
850,61,74906.08,Platinum,2.0
852,56,181270.98,Silver,2.0
853,53,174325.84,Silver,2.0
854,32,67922.7,Gold,5.0
855,49,57213.0,Platinum,4.0
858,36,124994.43,Platinum,3.5
861,28,187133.6,Platinum,4.0
863,60,108309.01,Gold,5.0
864,59,92893.34,Platinum,1.0
865,63,60152.29,Free,4.0
866,37,121697.04,Platinum,4.0
869,31,129838.4,Platinum,3.0
870,39,62109.8,Free,2.0
873,38,52357.79,Platinum,1.0
874,63,144231.34,Platinum,3.0
876,47,111905.25,Gold,2.0
878,42,99887.56,Platinum,2.0
879,26,40902.59,Free,2.0
882,43,115542.56,Platinum,5.0
884,22,189649.67,Silver,2.0
886,32,35491.22,Free,1.0
888,67,191001.11,Free,3.0
889,20,129805.05,Free,3.0
890,18,30645.05,Platinum,1.0
891,67,36082.79,Silver,2.0
893,68,122703.58,Silver,3.0
894,37,166536.19,Silver,2.0
900,20,116592.87,Platinum,3.0
901,48,145245.76,Silver,5.0
903,44,108744.63,Free,2.0
904,49,114941.69,Silver,3.0
908,41,91994.1,Free,2.5
909,69,101788.36,Free,2.0
910,50,173180.66,Free,1.0
916,66,140211.92,Silver,1.5
921,59,195676.29,Gold,4.0
923,62,31287.65,Silver,3.5
927,22,194956.54,Free,1.0
929,31,122850.22,Silver,3.0
933,20,143072.87,Gold,5.0
934,56,136800.62,Platinum,4.0
938,58,150025.06,Platinum,1.0
942,37,87864.64,Free,2.0
945,68,95296.19,Platinum,1.0
946,69,199551.81,Silver,4.0
947,55,104253.21,Free,3.0
948,55,61105.73,Silver,3.5
950,21,95866.34,Gold,3.3333333333333335
957,49,150321.16,Free,1.0
959,31,141034.45,Free,2.0
964,25,151112.08,Platinum,5.0
966,25,188813.94,Silver,3.0
967,43,40731.75,Platinum,5.0
968,37,170542.44,Gold,1.0
969,61,75951.12,Silver,2.8
970,55,130613.94,Platinum,3.3333333333333335
974,50,131148.7,Platinum,5.0
975,60,184665.61,Free,5.0
977,39,168408.84,Silver,1.0
978,23,59062.79,Free,3.0
980,53,135957.37,Platinum,1.0
981,36,119803.75,Silver,5.0
982,22,45962.83,Platinum,2.6666666666666665
984,28,100900.22,Gold,5.0
986,23,126622.99,Free,3.0
989,43,110214.98,Platinum,2.0
991,33,27131.26,Silver,4.0
992,44,106716.54,Platinum,3.6666666666666665
993,56,186227.1,Silver,2.0
1000,18,157119.54,Free,2.0
1003,68,48779.58,Gold,3.0
1005,43,67421.74,Platinum,4.0
1011,34,159763.98,Silver,5.0
1012,26,106652.95,Free,3.5
1015,45,139416.55,Platinum,2.5
1018,34,112954.43,Gold,2.5
1019,62,190957.0,Gold,2.0
1020,64,196529.34,Gold,3.0
1021,28,160251.05,Gold,5.0
1025,49,67466.85,Gold,4.0
1029,53,158802.22,Free,3.0
1032,57,183957.2,Platinum,4.0
1034,45,122767.95,Platinum,4.0
1036,36,25960.9,Silver,5.0
1041,60,27138.77,Free,2.0
1043,69,23201.92,Silver,1.0
1044,69,108859.73,Silver,1.0
1047,22,172946.89,Free,2.0
1049,43,44356.39,Gold,4.0
1051,36,160869.94,Gold,3.0
1053,18,59997.56,Free,2.0
1055,36,76814.96,Platinum,3.0
1058,60,44185.29,Gold,2.0
1059,50,190018.61,Platinum,1.0
1061,38,166490.32,Silver,2.5
1063,25,105725.65,Gold,3.0
1065,49,194867.98,Platinum,4.0
1066,38,128581.87,Gold,3.0
1072,40,32377.81,Silver,2.0
1073,55,184644.48,Silver,2.0
1075,25,132064.31,Gold,2.0
1076,26,180784.12,Platinum,4.0
1079,24,50327.15,Free,1.0
1080,43,113429.55,Silver,1.0
1082,32,127915.37,Platinum,5.0
1083,37,153839.66,Gold,2.0
1084,39,159492.51,Gold,2.0
1085,28,109214.59,Free,2.0
1086,41,107375.3,Silver,2.0
1088,42,47173.56,Gold,5.0
1089,51,68279.49,Free,1.0
1094,43,73479.02,Free,3.0
1095,38,59392.31,Silver,2.0
1096,19,140413.54,Platinum,3.0
1099,26,21196.37,Free,2.5
1100,52,183773.72,Free,3.5
1102,62,128373.04,Gold,3.0
1105,57,111558.95,Silver,5.0
1107,42,51553.35,Silver,5.0
1110,59,26375.61,Platinum,3.5
1112,66,38324.78,Platinum,3.0
1115,57,149735.31,Free,4.0
1117,48,157577.35,Gold,1.0
1120,52,149656.17,Silver,5.0
1127,49,85105.32,Free,2.0
1128,63,126050.58,Platinum,3.0
1130,38,46545.18,Silver,3.0
1132,50,59928.23,Silver,4.0
1133,52,81610.74,Free,5.0
1137,64,121272.04,Gold,1.0
1139,21,179903.61,Platinum,4.0
1140,33,69939.42,Platinum,1.0
1141,41,67621.09,Gold,1.0
1142,44,25587.88,Free,5.0
1143,51,148757.88,Silver,5.0
1145,25,59112.64,Gold,4.0
1147,21,93221.45,Gold,2.0
1148,49,34414.87,Silver,1.0
1153,49,153462.14,Silver,2.0
1154,61,165632.57,Free,1.0
1155,35,141491.58,Gold,5.0
1158,59,25344.12,Free,4.0
1159,22,38050.22,Silver,4.0
1160,36,138595.59,Silver,5.0
1165,33,108208.66,Silver,2.0
1166,55,65466.27,Platinum,1.0
1167,20,22520.7,Silver,5.0
1170,37,141169.58,Free,1.5
1172,60,48481.98,Gold,4.0
1173,28,153837.16,Free,3.5
1175,43,185711.2,Gold,5.0
1177,19,167822.3,Gold,2.0
1181,39,110535.03,Silver,4.0
1182,42,140785.66,Free,4.0
1185,36,117228.33,Platinum,4.5
1187,40,64399.72,Silver,2.0
1189,49,107038.05,Silver,5.0
1190,38,65065.79,Free,4.0
1191,21,80427.02,Platinum,4.0
1198,50,105517.05,Free,3.0
1200,30,178259.57,Platinum,3.0
1201,65,54960.04,Free,3.0
1202,63,70951.66,Silver,4.0
1203,19,173166.96,Free,3.0
1208,19,111158.48,Platinum,4.5
1210,67,78851.43,Platinum,3.0
1212,19,160263.46,Silver,1.0
1215,32,57258.52,Free,1.0
1217,40,98773.88,Free,2.0
1220,68,120387.54,Platinum,3.0
1228,34,160643.52,Gold,5.0
1229,53,30589.6,Platinum,3.0
1234,19,115510.22,Silver,3.0
1238,30,185287.71,Free,4.0
1241,24,102539.81,Silver,4.0
1242,50,134424.63,Platinum,4.0
1244,59,192301.15,Silver,1.0
1250,23,117525.85,Free,5.0
1251,30,121961.37,Platinum,3.0
1254,42,165970.88,Free,5.0
1258,54,79271.53,Silver,4.0
1260,56,27209.81,Gold,4.0
1265,20,92936.63,Free,2.0
1268,47,80430.79,Platinum,3.0
1272,65,56692.47,Gold,2.0
1277,62,84656.09,Gold,4.0
1282,31,173606.58,Gold,3.0
1283,63,151039.0,Gold,3.0
1284,37,69970.53,Platinum,2.0
1286,48,76577.83,Free,2.5
1289,21,119050.39,Platinum,2.0
1293,22,66115.63,Free,3.0
1294,27,193160.94,Silver,3.0
1295,33,65162.39,Platinum,5.0
1299,41,110994.59,Platinum,3.0
1300,28,103796.67,Free,3.0
1302,40,92464.5,Gold,5.0
1303,51,192584.75,Gold,1.0
1304,26,115311.79,Silver,3.0
1305,40,132515.57,Silver,2.0
1307,55,29109.0,Free,2.0
1308,50,96048.25,Gold,5.0
1310,44,32766.7,Silver,3.0
1311,44,24410.8,Platinum,3.0
1315,57,186600.63,Gold,1.0
1318,29,83293.45,Platinum,5.0
1320,64,49553.11,Platinum,3.0
1321,52,53781.5,Silver,4.0
1322,41,137293.38,Free,1.0
1324,36,178006.71,Silver,1.0
1330,30,74320.38,Gold,1.0
1331,38,30067.18,Gold,3.0
1332,60,74150.6,Free,3.0
1333,43,178058.27,Free,1.0
1334,26,92264.81,Free,3.0
1335,65,120342.65,Platinum,4.0
1337,25,152511.52,Silver,1.0
1346,20,126606.49,Silver,2.0
1352,41,125400.71,Free,3.0
1357,26,192638.34,Gold,3.5
1358,58,79735.29,Gold,3.3333333333333335
1359,59,27462.3,Gold,2.0
1361,38,82090.74,Gold,5.0
1364,38,112654.65,Platinum,4.0
1365,56,145018.25,Silver,3.0
1369,25,36445.95,Platinum,5.0
1371,51,136478.5,Platinum,2.5
1372,53,164422.53,Silver,3.0
1374,31,151563.74,Platinum,3.3333333333333335
1376,31,125950.76,Platinum,4.0
1378,68,40284.1,Silver,4.0
1379,35,176033.36,Platinum,5.0
1381,63,114164.9,Platinum,5.0
1382,47,100840.19,Gold,3.0
1383,42,132365.16,Platinum,3.6666666666666665
1384,69,146694.54,Silver,3.0
1388,58,22871.77,Silver,3.0
1391,27,112219.32,Silver,3.0
1395,34,115256.14,Free,2.0
1400,59,44902.56,Platinum,4.0
1404,32,190272.47,Platinum,2.0
1407,60,161375.01,Platinum,1.0
1409,52,44903.24,Free,3.0
1413,46,110606.6,Silver,4.0
1416,54,97638.56,Silver,2.5
1417,23,127907.39,Silver,4.5
1420,22,23920.62,Free,2.0
1425,37,147715.75,Platinum,2.0
1428,48,67285.56,Silver,4.0
1429,63,58798.96,Free,2.0
1430,30,174179.86,Gold,3.0
1431,46,22104.42,Gold,1.0
1433,64,194233.83,Free,3.0
1434,35,92494.76,Platinum,2.0
1436,58,167753.79,Platinum,4.0
1439,56,86319.22,Free,3.0
1440,33,178187.02,Platinum,3.0
1442,46,42816.59,Free,5.0
1447,68,154412.49,Gold,3.0
1448,61,184253.89,Free,3.6666666666666665
1450,26,174499.5,Platinum,5.0
1452,31,149745.2,Silver,4.0
1454,53,182798.45,Silver,4.0
1459,47,125905.4,Free,1.0
1462,47,170429.06,Platinum,4.0
1464,55,24612.56,Free,1.0
1467,39,24347.43,Gold,2.0
1468,45,76157.61,Gold,5.0
1469,36,147341.96,Silver,3.5
1472,60,116437.3,Silver,3.0
1475,54,154345.99,Free,4.333333333333333
1479,35,172140.99,Platinum,1.0
1480,42,157877.62,Platinum,2.0
1482,51,161454.42,Gold,2.0
1484,49,109666.77,Gold,3.0
1485,64,36525.5,Gold,3.5
1488,28,159001.05,Silver,2.0
1489,49,173112.38,Free,2.0
1490,21,51464.25,Platinum,3.0
1491,19,24093.88,Gold,5.0
1494,44,91213.31,Free,2.5
1495,62,165901.84,Platinum,1.0
1496,64,121493.05,Gold,1.0
1497,24,49648.78,Silver,3.0
1499,67,119224.58,Silver,2.0
1501,68,37655.61,Platinum,3.5
1503,52,23127.26,Gold,2.5
1509,38,124459.72,Platinum,4.0
1510,31,161725.86,Gold,2.5
1511,18,24942.48,Free,1.0
1512,21,162313.91,Silver,4.0
1515,21,55342.47,Gold,4.0
1516,63,51135.71,Platinum,5.0
1521,53,197825.92,Free,3.0
1523,52,157135.47,Gold,3.0
1527,29,74180.6,Silver,4.0
1528,35,198230.48,Silver,1.0
1530,68,126446.86,Free,2.0
1534,35,165394.41,Gold,3.0
1540,60,162192.32,Free,3.0
1541,55,93814.05,Platinum,3.0
1545,20,74788.52,Free,4.0
1547,47,177340.05,Platinum,4.0
1552,18,175800.66,Platinum,5.0
1553,68,32543.87,Free,5.0
1556,63,163334.73,Free,5.0
1558,21,194854.79,Platinum,1.3333333333333333
1559,66,161447.11,Gold,4.0
1562,33,138267.96,Gold,2.0
1564,54,140460.8,Silver,5.0
1567,43,39911.33,Silver,3.0
1568,33,123370.95,Free,4.0
1569,60,78968.54,Platinum,2.3333333333333335
1570,22,43433.36,Platinum,4.0
1571,42,132354.78,Platinum,1.3333333333333333
1574,61,29129.77,Silver,4.0
1579,62,50920.95,Silver,2.0
1580,27,148619.74,Free,3.0
1583,19,20894.44,Silver,3.0
1587,57,189893.28,Gold,3.0
1588,38,30089.45,Gold,1.0
1590,27,143323.11,Platinum,1.0
1594,52,64663.19,Gold,3.0
1596,31,112593.9,Gold,3.5
1597,32,157728.17,Platinum,4.0
1598,28,116085.64,Gold,3.0
1600,63,97610.46,Silver,3.0
1604,62,154892.47,Platinum,4.0
1605,61,166243.97,Platinum,1.0
1606,57,170208.36,Gold,1.5
1608,47,142943.6,Free,3.0
1609,46,52879.84,Free,2.0
1613,41,128844.46,Free,2.0
1615,18,165450.01,Free,5.0
1616,21,42859.6,Gold,2.0
1617,62,185206.31,Free,3.0
1619,45,26170.42,Silver,2.0
1622,49,90062.37,Gold,4.0
1625,62,152647.54,Gold,1.0
1626,57,97701.95,Platinum,2.0
1627,42,75448.0,Silver,5.0
1628,51,169337.91,Free,5.0
1629,63,116972.14,Platinum,5.0
1630,40,118137.55,Free,2.0
1631,27,189336.57,Free,4.0
1632,65,172736.48,Gold,2.5
1633,55,150948.13,Gold,4.0
1634,46,25096.91,Silver,5.0
1635,39,25445.25,Platinum,5.0
1636,46,131416.01,Gold,5.0
1637,62,79266.6,Silver,3.0
1647,47,182925.01,Platinum,3.0
1649,45,39329.67,Platinum,5.0
1651,51,164256.26,Free,5.0
1652,20,21549.25,Silver,4.0
1655,57,110042.75,Silver,3.0
1659,50,40939.76,Silver,2.0
1660,29,169893.73,Platinum,4.5
1661,39,86905.33,Free,4.0
1662,43,39303.38,Gold,3.0
1665,68,50815.08,Silver,3.5
1666,40,113031.18,Gold,5.0
1669,61,142467.62,Platinum,3.0
1670,32,91379.97,Gold,2.5
1675,41,26114.86,Gold,5.0
1676,31,34386.93,Free,3.0
1679,60,167926.71,Gold,1.0
1680,18,152834.12,Gold,5.0
1681,19,113780.55,Free,4.5
1682,47,194449.37,Gold,2.0
1683,19,73601.14,Silver,4.0
1685,39,196662.8,Platinum,3.0
1688,36,81724.6,Silver,3.0
1692,59,122090.04,Gold,2.5
1693,23,84432.91,Platinum,2.0
1694,56,48986.22,Free,4.0
1696,32,199126.09,Silver,5.0
1698,34,92800.46,Silver,3.5
1700,21,176244.97,Free,4.0
1703,30,84370.68,Platinum,2.0
1706,41,176166.16,Platinum,4.0
1707,20,131370.18,Silver,3.0
1709,52,158485.13,Platinum,1.0
1711,41,88255.25,Platinum,1.0
1712,24,180168.79,Silver,3.0
1713,24,74788.28,Silver,4.0
1717,63,155738.65,Platinum,4.0
1718,65,101721.12,Silver,3.0
1719,33,85023.07,Free,2.0
1721,41,50814.78,Gold,1.0
1728,57,177500.72,Gold,3.0
1729,25,49371.59,Free,2.0
1732,20,108205.83,Free,4.0
1734,66,199894.08,Silver,1.0
1735,25,169410.78,Platinum,1.0
1737,23,195362.57,Free,3.0
1743,61,94178.08,Gold,1.0
1744,38,94084.9,Silver,2.0
1745,66,34603.47,Platinum,5.0
1746,50,185450.72,Gold,4.0
1747,22,127603.74,Silver,4.5
1748,50,149339.43,Silver,2.6666666666666665
1750,31,111568.95,Free,2.0
